Name,Filter,Object,ExposureMode,UT
NCyi020492.fits,J,dfra-5.0-6 2,dframes 5.0 6, TCS UTC at start ( 7h:30m:21.0s)               
NCyi020493.fits,J,dfra-5.0-6 3,dframes 5.0 6, TCS UTC at start (  7h:31m:0.0s)               
NCyi020494.fits,J,dfra-5.0-6 4,dframes 5.0 6, TCS UTC at start ( 7h:31m:40.0s)               
NCyi020495.fits,J,dfra-5.0-6 5,dframes 5.0 6, TCS UTC at start ( 7h:32m:20.0s)               
NCyi020496.fits,J,dfra-5.0-6 6,dframes 5.0 6, TCS UTC at start ( 7h:32m:59.0s)               
NCyi020497.fits,J,dfra-6.0-10 1,dframes 6.0 10, TCS UTC at start ( 7h:33m:39.0s)               
NCyi020498.fits,J,dfra-6.0-10 2,dframes 6.0 10, TCS UTC at start ( 7h:34m:50.0s)               
NCyi020499.fits,J,dfra-6.0-10 3,dframes 6.0 10, TCS UTC at start (  7h:36m:2.0s)               
NCyi020500.fits,J,dfra-6.0-10 4,dframes 6.0 10, TCS UTC at start ( 7h:37m:12.0s)               
NCyi020501.fits,J,dfra-6.0-10 5,dframes 6.0 10, TCS UTC at start ( 7h:38m:23.0s)               
NCyi020502.fits,J,dfra-6.0-10 6,dframes 6.0 10, TCS UTC at start ( 7h:39m:34.0s)               
