Name,Filter,Object,ExposureMode,UT
NCxj300150.fits,Ks,HIP99443 A1,frames 6.0 10, TCS UTC at start ( 20h:7m:47.0s)               
NCxj300151.fits,Ks,HIP99443 B1,frames 6.0 10, TCS UTC at start (  20h:9m:5.0s)               
NCxj300152.fits,Ks,HIP99443 B2,frames 6.0 10, TCS UTC at start (20h:10m:17.0s)               
NCxj300153.fits,Ks,HIP99443 A2,frames 6.0 10, TCS UTC at start (20h:11m:36.0s)               
NCxj300154.fits,H,HIP99443_H A1,frames 6.0 10, TCS UTC at start ( 20h:14m:2.0s)               
NCxj300155.fits,H,HIP99443_H B1,frames 6.0 10, TCS UTC at start (20h:15m:20.0s)               
NCxj300156.fits,H,HIP99443_H B2,frames 6.0 10, TCS UTC at start (20h:16m:32.0s)               
NCxj300157.fits,H,HIP99443_H A2,frames 6.0 10, TCS UTC at start (20h:17m:50.0s)               
NCxj300158.fits,J,HIP99443_J A1,frames 6.0 10, TCS UTC at start (20h:19m:55.0s)               
NCxj300159.fits,J,HIP99443_J B1,frames 6.0 10, TCS UTC at start (20h:21m:15.0s)               
NCxj300160.fits,J,HIP99443_J B2,frames 6.0 10, TCS UTC at start (20h:22m:27.0s)               
NCxj300161.fits,J,HIP99443_J A2,frames 6.0 10, TCS UTC at start (20h:23m:46.0s)               
NCxj300162.fits,Y,HIP99443_J A1,frames 6.0 10, TCS UTC at start (20h:25m:25.0s)               
NCxj300163.fits,Y,HIP99443_J B1,frames 6.0 10, TCS UTC at start (20h:26m:44.0s)               
NCxj300164.fits,Y,HIP99443_J B2,frames 6.0 10, TCS UTC at start (20h:27m:55.0s)               
NCxj300165.fits,Y,HIP99443_J A2,frames 6.0 10, TCS UTC at start (20h:29m:13.0s)               
NCxj300166.fits,Ks,slit image,expose 5.0, TCS UTC at start (20h:34m:42.0s)               
NCxj300167.fits,Ks,acquisition,expose 5.0, TCS UTC at start (20h:35m:55.0s)               
NCxj300168.fits,Ks,acquisition,expose 5.0, TCS UTC at start (20h:36m:52.0s)               
NCxj300169.fits,Ks,128slit+target,expose 5.0, TCS UTC at start (20h:37m:44.0s)               
NCxj300170.fits,Ks,V2492_Cyg_Ks A1,frames 48.0 10, TCS UTC at start (20h:40m:52.0s)               
NCxj300171.fits,Ks,V2492_Cyg_Ks B1,frames 48.0 10, TCS UTC at start (20h:49m:27.0s)               
NCxj300172.fits,Ks,V2492_Cyg_Ks B2,frames 48.0 10, TCS UTC at start (20h:57m:59.0s)               
NCxj300173.fits,Ks,V2492_Cyg_Ks A2,frames 48.0 10, TCS UTC at start ( 21h:6m:34.0s)               
NCxj300174.fits,H,V2492_Cyg_H A1,frames 48.0 10, TCS UTC at start (21h:15m:44.0s)               
NCxj300175.fits,H,V2492_Cyg_H B1,frames 48.0 10, TCS UTC at start (21h:24m:19.0s)               
NCxj300176.fits,H,V2492_Cyg_H B2,frames 48.0 10, TCS UTC at start (21h:32m:52.0s)               
NCxj300177.fits,H,V2492_Cyg_H A2,frames 48.0 10, TCS UTC at start (21h:41m:31.0s)               
NCxj300178.fits,J,V2492_Cyg_J A1,frames 48.0 10, TCS UTC at start (21h:50m:35.0s)               
