Name,Filter,Object,ExposureMode,UT
NCyi030243.fits,K,kstandard1 A2,frames 4.0 4, TCS UTC at start ( 4h:23m:56.0s)               
NCyi030322.fits,Ks,dark-0.5-1 1,dark 0.5, TCS UTC at start ( 7h:56m:58.0s)               
NCyi030323.fits,Ks,dark-0.5-1 2,dark 0.5, TCS UTC at start ( 7h:57m:10.0s)               
NCyi030324.fits,Ks,dark-0.5-1 3,dark 0.5, TCS UTC at start ( 7h:57m:22.0s)               
NCyi030325.fits,Ks,dark-0.5-1 4,dark 0.5, TCS UTC at start ( 7h:57m:33.0s)               
NCyi030326.fits,Ks,dark-0.5-1 5,dark 0.5, TCS UTC at start ( 7h:57m:45.0s)               
NCyi030327.fits,Ks,dark-0.5-1 6,dark 0.5, TCS UTC at start ( 7h:57m:56.0s)               
NCyi030328.fits,Ks,dark-10.0-1 1,dark 10.0, TCS UTC at start (  7h:58m:8.0s)               
NCyi030329.fits,Ks,dark-10.0-1 2,dark 10.0, TCS UTC at start ( 7h:58m:29.0s)               
NCyi030330.fits,Ks,dark-10.0-1 3,dark 10.0, TCS UTC at start ( 7h:58m:49.0s)               
NCyi030331.fits,Ks,dark-10.0-1 4,dark 10.0, TCS UTC at start ( 7h:59m:10.0s)               
NCyi030332.fits,Ks,dark-10.0-1 5,dark 10.0, TCS UTC at start ( 7h:59m:31.0s)               
NCyi030333.fits,Ks,dark-10.0-1 6,dark 10.0, TCS UTC at start ( 7h:59m:51.0s)               
NCyi030334.fits,Ks,dark-12.0-1 1,dark 12.0, TCS UTC at start (  8h:0m:13.0s)               
NCyi030335.fits,Ks,dark-12.0-1 2,dark 12.0, TCS UTC at start (  8h:0m:36.0s)               
NCyi030336.fits,Ks,dark-12.0-1 3,dark 12.0, TCS UTC at start (  8h:0m:59.0s)               
NCyi030337.fits,Ks,dark-12.0-1 4,dark 12.0, TCS UTC at start (  8h:1m:21.0s)               
NCyi030338.fits,Ks,dark-12.0-1 5,dark 12.0, TCS UTC at start (  8h:1m:44.0s)               
NCyi030339.fits,Ks,dark-12.0-1 6,dark 12.0, TCS UTC at start (   8h:2m:7.0s)               
NCyi030340.fits,Ks,dark-20.0-1 1,dark 20.0, TCS UTC at start (  8h:2m:30.0s)               
NCyi030341.fits,Ks,dark-20.0-1 2,dark 20.0, TCS UTC at start (   8h:3m:1.0s)               
NCyi030342.fits,Ks,dark-20.0-1 3,dark 20.0, TCS UTC at start (  8h:3m:32.0s)               
NCyi030343.fits,Ks,dark-20.0-1 4,dark 20.0, TCS UTC at start (   8h:4m:2.0s)               
