Name,Filter,Object,ExposureMode,UT
NCzf200259.fits,J,skyflat 1,expose 4.0, TCS UTC at start (20h:41m:40.0s)               
NCzf200260.fits,J,skyflat 2,expose 4.0, TCS UTC at start (20h:41m:55.0s)               
NCzf200261.fits,J,skyflat 3,expose 4.0, TCS UTC at start (20h:42m:10.0s)               
NCzf200262.fits,J,skyflat 4,expose 4.0, TCS UTC at start (20h:42m:25.0s)               
NCzf200263.fits,J,skyflat 5,expose 4.0, TCS UTC at start (20h:42m:41.0s)               
NCzf200264.fits,J,skyflat 6,expose 4.0, TCS UTC at start (20h:42m:56.0s)               
NCzf200265.fits,J,skyflat 7,expose 4.0, TCS UTC at start (20h:43m:11.0s)               
NCzf200266.fits,J,skyflat 8,expose 4.0, TCS UTC at start (20h:43m:26.0s)               
NCzf200268.fits,Ks,skyflat 1,expose 5.0, TCS UTC at start (20h:46m:29.0s)               
NCzf200269.fits,Ks,skyflat 2,expose 5.0, TCS UTC at start (20h:46m:45.0s)               
NCzf200270.fits,Ks,skyflat 3,expose 5.0, TCS UTC at start ( 20h:47m:0.0s)               
NCzf200271.fits,Ks,skyflat 4,expose 5.0, TCS UTC at start (20h:47m:16.0s)               
NCzf200272.fits,Ks,skyflat 5,expose 5.0, TCS UTC at start (20h:47m:31.0s)               
NCzf200273.fits,Ks,skyflat 6,expose 5.0, TCS UTC at start (20h:47m:47.0s)               
NCzf200274.fits,Ks,skyflat 7,expose 5.0, TCS UTC at start ( 20h:48m:2.0s)               
NCzf200275.fits,Ks,skyflat 8,expose 5.0, TCS UTC at start (20h:48m:18.0s)               
NCzf200276.fits,H,skyflat 1,expose 3.0, TCS UTC at start ( 20h:49m:4.0s)               
NCzf200277.fits,H,skyflat 2,expose 3.0, TCS UTC at start (20h:49m:19.0s)               
NCzf200278.fits,H,skyflat 3,expose 3.0, TCS UTC at start (20h:49m:33.0s)               
NCzf200279.fits,H,skyflat 4,expose 3.0, TCS UTC at start (20h:49m:48.0s)               
NCzf200280.fits,H,skyflat 5,expose 3.0, TCS UTC at start ( 20h:50m:2.0s)               
NCzf200281.fits,H,skyflat 6,expose 3.0, TCS UTC at start (20h:50m:17.0s)               
NCzf200282.fits,H,skyflat 7,expose 3.0, TCS UTC at start (20h:50m:32.0s)               
NCzf200283.fits,H,skyflat 8,expose 3.0, TCS UTC at start (20h:50m:47.0s)               
NCzf200284.fits,J,skyflat 1,expose 4.0, TCS UTC at start ( 20h:52m:5.0s)               
NCzf200285.fits,J,skyflat 2,expose 4.0, TCS UTC at start (20h:52m:19.0s)               
NCzf200286.fits,J,skyflat 3,expose 4.0, TCS UTC at start (20h:52m:35.0s)               
NCzf200287.fits,J,skyflat 4,expose 4.0, TCS UTC at start (20h:52m:51.0s)               
NCzf200288.fits,J,skyflat 5,expose 4.0, TCS UTC at start ( 20h:53m:6.0s)               
NCzf200289.fits,J,skyflat 6,expose 4.0, TCS UTC at start (20h:53m:21.0s)               
NCzf200290.fits,J,skyflat 7,expose 4.0, TCS UTC at start (20h:53m:36.0s)               
NCzf200291.fits,J,skyflat 8,expose 4.0, TCS UTC at start (20h:53m:51.0s)               
NCzf200303.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:28m:19.0s)               
NCzf200304.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:28m:41.0s)               
NCzf200305.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:29m:3.0s)               
NCzf200306.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:29m:25.0s)               
NCzf200307.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:29m:48.0s)               
NCzf200308.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:30m:12.0s)               
NCzf200309.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:30m:34.0s)               
NCzf200310.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:30m:57.0s)               
NCzf200311.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:31m:19.0s)               
NCzf200312.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:31m:42.0s)               
NCzf200313.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:32m:4.0s)               
NCzf200314.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:32m:28.0s)               
NCzf200315.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:32m:49.0s)               
NCzf200316.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:33m:12.0s)               
NCzf200317.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:33m:34.0s)               
