Name,Filter,Object,ExposureMode,UT
NCzd190127.fits,Ks,SPIRITS15afp 1,frames 5.0 9, TCS UTC at start ( 6h:12m:20.0s)               
NCzd190128.fits,Ks,SPIRITS15afp 2,frames 5.0 9, TCS UTC at start ( 6h:13m:24.0s)               
NCzd190129.fits,Ks,SPIRITS15afp 3,frames 5.0 9, TCS UTC at start ( 6h:14m:28.0s)               
NCzd190130.fits,Ks,SPIRITS15afp 4,frames 5.0 9, TCS UTC at start ( 6h:15m:33.0s)               
NCzd190131.fits,Ks,SPIRITS15afp 5,frames 5.0 9, TCS UTC at start ( 6h:16m:36.0s)               
NCzd190132.fits,Ks,SPIRITS15afp 6,frames 5.0 9, TCS UTC at start ( 6h:17m:44.0s)               
NCzd190133.fits,Ks,SPIRITS15afp 7,frames 5.0 9, TCS UTC at start ( 6h:18m:52.0s)               
NCzd190134.fits,Ks,SPIRITS15afp 8,frames 5.0 9, TCS UTC at start ( 6h:19m:59.0s)               
NCzd190135.fits,Ks,SPIRITS15afp 9,frames 5.0 9, TCS UTC at start (  6h:21m:6.0s)               
NCzd190136.fits,Ks,Blank17+34,expose 3.0, TCS UTC at start ( 6h:24m:15.0s)               
NCzd190137.fits,Ks,skyflat 1,expose 3.0, TCS UTC at start ( 6h:24m:29.0s)               
NCzd190138.fits,Ks,skyflat 2,expose 3.0, TCS UTC at start ( 6h:24m:43.0s)               
NCzd190139.fits,Ks,skyflat 3,expose 3.0, TCS UTC at start ( 6h:24m:57.0s)               
NCzd190140.fits,Ks,skyflat 4,expose 3.0, TCS UTC at start ( 6h:25m:11.0s)               
NCzd190141.fits,Ks,skyflat 5,expose 3.0, TCS UTC at start ( 6h:25m:26.0s)               
NCzd190142.fits,Ks,skyflat 6,expose 3.0, TCS UTC at start ( 6h:25m:40.0s)               
NCzd190143.fits,Ks,skyflat 7,expose 3.0, TCS UTC at start ( 6h:25m:53.0s)               
NCzd190144.fits,Ks,skyflat 8,expose 3.0, TCS UTC at start (  6h:26m:7.0s)               
NCzd190145.fits,Ks,skyflat 1,expose 3.0, TCS UTC at start ( 6h:26m:26.0s)               
NCzd190146.fits,Ks,skyflat 2,expose 3.0, TCS UTC at start ( 6h:26m:41.0s)               
NCzd190147.fits,Ks,skyflat 3,expose 3.0, TCS UTC at start ( 6h:26m:56.0s)               
NCzd190148.fits,Ks,skyflat 4,expose 3.0, TCS UTC at start ( 6h:27m:10.0s)               
