1.025700;1.473e-69;3.139e-08;22106.7922;28;28;7;7;;
1.079030;1.101e-79;2.404e-08;26865.8783;32;32;9;9;;
1.083434;1.105e-40;6.948e-10;7475.1636;13;11;2;2;6.0;5.0
1.084257;7.194e-39;5.350e-08;7475.1636;11;11;2;2;5.0;5.0
1.084562;8.526e-39;5.366e-08;7475.1624;13;13;2;2;6.0;6.0
1.085388;1.109e-40;8.256e-10;7475.1624;11;13;2;2;5.0;6.0
1.095542;1.148e-28;8.094e-11;1367.6207;15;17;0;0;7.0;8.0
1.096752;1.553e-26;9.672e-09;1367.6207;17;17;0;0;8.0;8.0
1.098137;1.373e-26;9.703e-09;1367.6181;15;15;0;0;7.0;7.0
1.099346;1.156e-28;7.217e-11;1367.6181;17;15;0;0;8.0;7.0
1.113230;1.438e-60;7.703e-09;17594.1014;36;36;5;5;;
1.136690;4.606e-64;4.383e-08;19551.1655;28;28;6;6;;
1.158004;1.728e-33;8.382e-10;4092.0607;13;11;1;1;6.0;5.0
1.158742;1.125e-31;6.453e-08;4092.0607;11;11;1;1;5.0;5.0
1.159078;1.333e-31;6.472e-08;4092.0597;13;13;1;1;6.0;6.0
1.159817;1.733e-33;9.950e-10;4092.0597;11;13;1;1;5.0;6.0
1.170080;3.996e-77;6.288e-09;25406.5721;40;40;8;8;;
1.211660;1.876e-54;1.031e-08;14739.5286;36;36;4;4;;
1.232969;5.953e-26;9.933e-10;543.5972;13;11;0;0;6.0;5.0
1.233636;3.874e-24;7.643e-08;543.5972;11;11;0;0;5.0;5.0
1.234001;4.591e-24;7.667e-08;543.5961;13;13;0;0;6.0;6.0
1.234668;5.970e-26;1.179e-09;543.5961;11;13;0;0;5.0;6.0
1.243460;3.121e-58;5.819e-08;16828.7487;28;28;5;5;;
1.245360;6.715e-75;3.953e-08;24671.8004;32;32;8;8;;
1.293580;4.533e-72;9.262e-09;23071.0546;40;40;7;7;;
1.311470;5.301e-48;1.348e-08;11722.4034;36;36;3;3;;
1.348520;4.569e-52;7.461e-08;13942.4472;28;28;4;4;;
1.363370;2.937e-73;1.074e-11;22444.3356;112;116;3;3;;
1.399980;9.072e-70;5.856e-08;22298.0836;32;32;7;7;;
1.409770;6.292e-80;4.077e-08;27058.7415;36;36;9;9;;
1.410287;9.858e-44;1.109e-10;8543.0044;17;19;2;2;8.0;9.0
1.411632;1.679e-41;1.691e-08;8543.0044;19;19;2;2;9.0;9.0
1.412843;1.504e-41;1.695e-08;8543.0018;17;17;2;2;8.0;8.0
1.414188;9.910e-44;1.000e-10;8543.0018;19;17;2;2;9.0;8.0
1.419850;1.154e-66;1.310e-08;20562.2813;40;40;6;6;;
1.451610;1.441e-45;9.282e-08;10893.5955;28;28;3;3;;
1.512182;1.307e-36;1.386e-10;5200.5258;17;19;1;1;8.0;9.0
1.513478;2.227e-34;2.115e-08;5200.5258;19;19;1;1;9.0;9.0
1.514752;1.994e-34;2.118e-08;5200.5232;17;17;1;1;8.0;8.0
1.516049;1.314e-36;1.250e-10;5200.5232;19;17;1;1;9.0;8.0
1.540950;1.750e-77;1.241e-08;25679.0458;44;44;8;8;;
1.547550;2.690e-64;8.116e-08;19752.3531;32;32;6;6;;
1.549650;6.387e-61;1.771e-08;17885.8057;40;40;5;5;;
1.552906;4.979e-41;1.065e-09;7682.2645;15;13;2;2;7.0;6.0
1.553904;4.486e-39;1.108e-07;7682.2645;13;13;2;2;6.0;6.0
1.554255;5.187e-39;1.111e-07;7682.2631;15;15;2;2;7.0;7.0
1.555252;4.994e-41;1.235e-09;7682.2631;13;15;2;2;6.0;7.0
1.614993;3.804e-29;1.701e-10;1693.2878;17;19;0;0;8.0;9.0
1.616253;6.479e-27;2.594e-08;1693.2878;19;19;0;0;9.0;9.0
1.617585;5.802e-27;2.598e-08;1693.2852;17;17;0;0;8.0;8.0
1.618847;3.822e-29;1.533e-10;1693.2852;19;17;0;0;9.0;8.0
1.624380;3.594e-75;6.655e-08;24876.9557;36;36;8;8;;
1.655250;7.430e-34;1.274e-09;4307.5001;15;13;1;1;7.0;6.0
